Soil_Type,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Irrigation_Hours,Previous_Yield,Season,Crop_Yield,Crop_Health,Suitability,Productivity_Zone
Sandy,727.2,14.7,95.0,271.7,45.57,7.57,2.71,Rabi,5.92,Healthy,Medium,Moderate Productivity
Clay,387.17,24.31,85.51,179.98,43.47,2.55,2.56,Rabi,4.49,Healthy,Medium,Low Productivity
Loamy,1137.93,26.17,81.13,166.87,34.99,3.68,4.28,Kharif,7.08,Healthy,Medium,High Productivity
Clay,234.67,31.85,69.94,284.46,32.87,4.42,3.12,Summer,5.09,Healthy,Medium,Moderate Productivity
Clay,1021.44,28.67,81.11,190.67,47.96,4.84,3.48,Kharif,5.5,Healthy,Medium,Moderate Productivity
Clay,200.0,34.29,71.76,290.18,40.86,3.35,1.6,Summer,4.39,Healthy,Low,Low Productivity
Clay,1157.02,27.45,85.57,241.1,72.64,4.18,3.44,Kharif,7.52,Healthy,High,High Productivity
Sandy,1407.26,30.25,74.12,250.86,50.18,6.15,3.45,Kharif,7.94,Healthy,High,High Productivity
Sandy,749.95,18.2,95.0,435.37,38.98,8.31,2.43,Rabi,7.28,Healthy,High,High Productivity
Sandy,1319.46,27.01,89.79,236.37,33.58,8.13,2.19,Kharif,6.6,Healthy,High,Moderate Productivity
Clay,639.16,15.12,95.0,256.89,54.48,3.55,2.95,Rabi,5.02,Healthy,Medium,Moderate Productivity
Clay,969.79,28.12,84.18,199.38,43.29,4.57,2.69,Kharif,6.0,Healthy,Medium,Moderate Productivity
Sandy,347.27,35.3,74.5,306.94,57.66,6.61,2.48,Summer,5.03,Healthy,Medium,Low Productivity
Clay,406.69,31.29,85.94,255.47,50.6,4.55,2.6,Summer,4.37,Healthy,Medium,Low Productivity
Loamy,277.53,36.96,71.5,215.44,23.63,5.87,4.07,Summer,4.69,Healthy,Medium,Moderate Productivity
Clay,1194.45,29.2,82.46,203.67,36.54,6.85,3.37,Kharif,8.0,Healthy,High,High Productivity
Sandy,1242.62,27.48,80.84,375.15,39.5,7.09,3.38,Kharif,8.0,Healthy,High,High Productivity
Sandy,1247.78,23.85,81.51,298.22,50.87,1.58,3.36,Kharif,6.88,Healthy,High,High Productivity
Sandy,509.1,19.04,85.11,346.34,37.0,8.22,2.83,Rabi,5.9,Healthy,Medium,Moderate Productivity
Clay,805.3,37.71,75.08,184.58,46.05,2.76,2.87,Kharif,4.44,Healthy,Medium,Low Productivity
Clay,966.61,30.5,72.36,132.15,30.35,3.45,3.08,Kharif,5.41,Healthy,Medium,Moderate Productivity
Loamy,1495.68,26.4,86.05,258.76,47.88,5.78,3.89,Kharif,8.0,Healthy,High,High Productivity
Clay,935.98,28.3,82.12,226.99,50.34,4.88,2.4,Kharif,4.8,Healthy,Medium,Low Productivity
Sandy,1309.39,29.92,82.69,355.92,61.42,7.79,2.54,Kharif,7.64,Healthy,High,High Productivity
Sandy,1046.97,25.78,80.49,242.59,48.6,7.06,2.42,Kharif,5.7,Healthy,Medium,Moderate Productivity
Sandy,1362.85,33.15,70.27,365.4,34.91,7.95,3.08,Kharif,8.0,Healthy,High,High Productivity
Sandy,518.22,16.8,95.0,255.31,65.43,7.19,2.73,Rabi,4.82,Healthy,Medium,Low Productivity
Loamy,1183.22,25.59,81.83,170.55,44.72,5.29,4.14,Kharif,6.55,Healthy,High,High Productivity
Loamy,1260.81,28.61,73.51,241.65,51.79,5.29,4.72,Kharif,8.0,Healthy,High,High Productivity
Clay,1093.09,19.8,95.0,216.23,44.37,5.63,3.77,Rabi,6.05,Healthy,Medium,High Productivity
Sandy,357.8,37.54,65.0,274.87,42.41,7.79,2.53,Summer,4.37,Unhealthy,Medium,Low Productivity
Clay,1156.48,26.06,77.76,262.08,37.31,1.68,3.15,Kharif,6.08,Healthy,Medium,Moderate Productivity
Sandy,833.12,23.28,84.85,229.09,50.68,7.72,2.87,Rabi,5.7,Healthy,Medium,Moderate Productivity
Loamy,200.0,33.15,80.48,225.05,54.18,3.39,2.57,Summer,4.02,Healthy,Medium,Low Productivity
Clay,669.39,16.24,83.68,273.23,42.16,4.25,2.99,Rabi,4.77,Healthy,Medium,Low Productivity
Sandy,634.48,32.09,81.35,204.34,40.89,7.15,2.89,Summer,4.94,Healthy,Medium,Low Productivity
Loamy,418.27,34.41,68.15,195.75,46.01,5.91,4.27,Summer,5.42,Healthy,Medium,Moderate Productivity
Clay,1319.43,33.64,74.96,96.0,36.24,4.49,3.93,Kharif,5.53,Healthy,Medium,Moderate Productivity
Sandy,694.07,18.52,88.4,299.22,33.34,11.81,3.5,Rabi,6.44,Healthy,Medium,High Productivity
Loamy,640.84,23.68,95.0,185.47,54.03,7.22,3.55,Rabi,5.22,Healthy,Medium,Moderate Productivity
Clay,428.7,34.61,73.09,250.55,42.85,2.34,2.85,Summer,4.31,Healthy,Medium,Low Productivity
Clay,690.06,19.96,86.5,330.91,46.66,4.52,2.71,Rabi,5.13,Healthy,Medium,Moderate Productivity
Clay,1073.23,26.8,80.33,322.26,51.31,2.84,3.12,Kharif,6.85,Healthy,High,High Productivity
Loamy,320.79,19.02,91.63,138.63,56.1,5.22,3.03,Rabi,3.27,Healthy,Low,Low Productivity
Clay,904.93,29.0,80.08,204.88,44.42,1.45,3.15,Kharif,5.2,Healthy,Medium,Moderate Productivity
Clay,518.07,34.86,74.36,162.49,33.08,3.44,3.21,Summer,3.77,Healthy,Low,Low Productivity
Clay,667.3,17.18,93.38,191.45,43.63,3.26,3.13,Rabi,5.24,Healthy,Medium,Moderate Productivity
Clay,472.01,35.76,64.2,195.51,47.11,3.6,2.89,Summer,3.74,Healthy,Low,Low Productivity
Loamy,280.78,34.16,71.3,219.56,44.76,3.74,3.12,Summer,3.42,Healthy,Medium,Low Productivity
Clay,356.22,15.13,95.0,164.9,45.0,4.48,2.44,Rabi,3.37,Healthy,Low,Low Productivity
Sandy,454.7,17.24,89.97,323.45,41.15,8.89,2.12,Rabi,6.01,Healthy,Medium,Moderate Productivity
Sandy,371.72,41.23,67.89,223.31,48.55,7.92,2.52,Summer,4.05,Unhealthy,Low,Low Productivity
Loamy,251.29,41.9,63.88,171.22,38.95,4.13,2.68,Summer,3.22,Unhealthy,Low,Low Productivity
Clay,364.82,32.82,73.53,200.65,51.59,6.53,3.55,Summer,4.42,Healthy,Medium,Low Productivity
Loamy,1098.29,25.41,89.47,203.97,57.64,6.61,3.59,Kharif,6.81,Healthy,High,High Productivity
Loamy,501.13,22.56,78.24,169.75,42.34,6.17,3.36,Rabi,4.08,Healthy,Medium,Low Productivity
Clay,1294.13,23.31,82.65,217.56,56.29,3.84,3.06,Kharif,5.91,Healthy,Medium,Moderate Productivity
Loamy,339.28,30.71,83.31,270.68,48.38,7.13,4.15,Summer,5.39,Healthy,Medium,Moderate Productivity
Loamy,564.93,23.85,94.53,269.04,53.04,5.46,3.19,Rabi,5.19,Healthy,Medium,Moderate Productivity
Clay,454.05,20.13,95.0,259.06,28.61,2.83,3.46,Rabi,5.2,Healthy,Medium,Moderate Productivity
Loamy,940.51,26.88,82.0,202.86,36.89,5.22,5.03,Kharif,6.59,Healthy,High,High Productivity
Sandy,1060.53,30.05,80.23,344.12,36.9,5.48,3.18,Kharif,7.35,Healthy,High,High Productivity
Loamy,259.52,31.65,80.1,285.97,42.84,8.78,3.39,Summer,5.59,Healthy,Medium,Moderate Productivity
Loamy,1200.99,27.48,87.4,251.82,49.36,4.2,4.0,Kharif,6.99,Healthy,High,High Productivity
Sandy,1358.0,29.88,79.7,285.5,47.46,8.23,4.17,Kharif,8.0,Healthy,High,High Productivity
Loamy,436.44,36.74,74.54,86.26,47.22,2.75,3.82,Summer,3.46,Unhealthy,Low,Low Productivity
Sandy,481.62,26.17,84.89,315.34,40.62,7.24,2.61,Summer,4.8,Healthy,Medium,Low Productivity
Loamy,1289.75,27.29,83.87,193.64,54.07,4.57,3.86,Kharif,7.14,Healthy,High,High Productivity
Loamy,1314.72,16.83,89.21,234.14,66.86,6.01,3.96,Kharif,6.83,Healthy,Medium,High Productivity
Clay,374.48,39.85,64.53,100.76,37.83,5.07,2.49,Summer,2.2,Unhealthy,Low,Low Productivity
Sandy,527.66,31.11,74.05,243.25,37.58,7.79,3.04,Summer,4.64,Healthy,Medium,Low Productivity
Sandy,624.41,25.81,77.08,273.07,38.27,11.69,2.51,Rabi,6.34,Healthy,Medium,Moderate Productivity
Clay,1291.79,26.74,73.65,231.4,44.95,5.52,2.75,Kharif,5.98,Healthy,Medium,Moderate Productivity
Clay,1217.98,34.27,70.75,288.29,37.97,4.8,3.06,Kharif,6.97,Healthy,Medium,High Productivity
Sandy,1202.61,26.38,81.03,292.18,29.0,4.74,3.07,Kharif,7.39,Healthy,High,High Productivity
Clay,201.15,32.38,75.67,280.17,30.13,3.59,2.88,Summer,5.42,Healthy,Medium,Moderate Productivity
Clay,1089.03,24.77,87.06,234.46,58.32,6.32,2.87,Kharif,7.3,Healthy,High,High Productivity
Loamy,1332.47,26.59,83.04,253.77,59.73,5.39,4.35,Kharif,7.76,Healthy,High,High Productivity
Loamy,380.12,32.1,74.19,203.17,60.26,4.2,2.42,Summer,3.96,Healthy,Low,Low Productivity
Loamy,241.89,28.99,74.64,274.75,46.66,7.16,2.6,Summer,4.84,Healthy,Medium,Low Productivity
Sandy,458.4,36.62,74.45,173.01,34.43,8.75,3.18,Summer,4.2,Healthy,Low,Low Productivity
Loamy,540.51,20.17,89.29,301.11,44.41,4.11,3.17,Rabi,5.46,Healthy,Medium,Moderate Productivity
Sandy,433.51,16.55,91.97,276.06,34.68,3.31,2.75,Rabi,3.82,Healthy,Medium,Low Productivity
Clay,668.93,16.35,93.44,186.56,34.73,3.38,2.99,Rabi,4.34,Healthy,Medium,Low Productivity
Clay,1098.27,26.73,78.26,184.97,48.03,3.66,3.47,Kharif,6.29,Healthy,High,High Productivity
Loamy,588.03,19.15,88.37,198.1,53.9,4.57,3.31,Rabi,4.06,Healthy,Medium,Low Productivity
Clay,633.04,18.12,89.45,233.1,68.42,4.8,3.42,Rabi,5.19,Healthy,Medium,Moderate Productivity
Sandy,415.27,18.94,89.83,306.02,48.12,7.73,3.59,Rabi,4.89,Healthy,Medium,Moderate Productivity
Loamy,338.53,38.8,70.72,197.55,29.64,4.5,3.41,Summer,4.33,Healthy,Medium,Low Productivity
Clay,695.36,31.56,78.16,133.93,44.23,2.58,3.68,Summer,4.98,Healthy,Medium,Moderate Productivity
Clay,1772.13,22.01,95.0,252.87,47.68,4.33,3.66,Kharif,7.34,Healthy,High,High Productivity
Loamy,1093.73,31.61,82.12,299.33,41.72,3.3,3.13,Kharif,6.41,Healthy,Medium,High Productivity
Sandy,884.6,21.03,95.0,384.88,53.94,9.53,3.45,Kharif,7.06,Healthy,High,High Productivity
Clay,1289.05,26.44,85.06,228.92,35.37,5.17,3.12,Kharif,7.25,Healthy,High,High Productivity
Loamy,1159.33,28.5,82.51,282.22,48.06,6.92,4.15,Kharif,8.0,Healthy,High,High Productivity
Loamy,1474.8,25.76,80.65,138.95,52.71,6.92,2.79,Kharif,6.02,Healthy,Medium,Moderate Productivity
Sandy,429.96,36.85,73.92,157.87,58.37,6.16,2.13,Summer,2.91,Healthy,Low,Low Productivity
Loamy,800.61,26.38,79.07,213.59,48.82,5.73,3.2,Rabi,4.5,Healthy,Medium,Low Productivity
Clay,262.04,32.77,67.32,155.2,52.63,2.24,2.53,Summer,3.21,Healthy,Medium,Low Productivity
Clay,1456.49,27.69,88.4,257.94,44.08,4.04,3.43,Kharif,7.06,Healthy,High,High Productivity
Sandy,1138.34,24.77,78.03,301.84,42.37,5.27,3.15,Kharif,6.99,Healthy,High,High Productivity
Clay,424.08,18.34,94.19,246.11,63.74,4.36,2.14,Rabi,4.73,Healthy,Medium,Low Productivity
Loamy,1206.13,28.32,75.62,231.09,30.97,5.57,3.32,Kharif,6.06,Healthy,High,Moderate Productivity
Loamy,886.37,32.28,80.9,259.17,42.24,5.64,3.8,Kharif,5.61,Healthy,Medium,Moderate Productivity
Clay,623.71,40.41,71.83,290.54,54.83,3.34,3.8,Summer,5.68,Healthy,Medium,Moderate Productivity
Sandy,864.61,27.89,83.18,303.13,44.84,5.64,3.7,Kharif,6.64,Healthy,High,High Productivity
Clay,986.85,30.87,83.19,304.89,44.1,3.67,3.25,Kharif,6.48,Healthy,High,High Productivity
Loamy,755.72,23.33,86.04,167.05,45.16,4.67,4.11,Rabi,5.44,Healthy,Medium,Moderate Productivity
Clay,670.91,20.03,95.0,301.16,51.67,4.91,3.99,Rabi,6.36,Healthy,Medium,High Productivity
Loamy,690.14,24.02,88.91,146.44,59.53,5.91,4.5,Rabi,4.68,Healthy,Medium,Moderate Productivity
Sandy,1189.84,32.96,69.95,88.61,52.23,8.54,3.59,Kharif,5.39,Healthy,Medium,Moderate Productivity
Sandy,344.83,34.88,72.49,237.21,43.86,8.37,2.1,Summer,4.23,Healthy,Medium,Low Productivity
Loamy,1491.93,24.6,83.72,194.08,58.04,4.34,4.71,Kharif,7.58,Healthy,High,High Productivity
Loamy,205.13,12.24,95.0,149.66,53.92,2.0,2.88,Rabi,3.38,Unhealthy,Low,Low Productivity
Sandy,683.72,14.32,88.53,412.0,57.15,8.21,3.07,Rabi,6.66,Healthy,Medium,High Productivity
Loamy,285.52,30.04,79.89,135.23,35.68,2.33,3.27,Summer,3.71,Healthy,Medium,Low Productivity
Loamy,1150.58,33.51,66.85,225.72,59.44,3.75,4.32,Kharif,7.43,Healthy,High,High Productivity
Sandy,803.0,22.14,74.8,195.23,46.64,8.0,2.59,Rabi,5.07,Healthy,Medium,Low Productivity
Sandy,1504.36,23.72,83.82,394.5,19.66,8.57,3.59,Kharif,8.0,Healthy,High,High Productivity
Clay,1358.35,24.86,80.39,174.04,62.71,3.31,3.01,Kharif,6.06,Healthy,High,Moderate Productivity
Loamy,1508.57,33.08,69.99,287.51,43.05,3.26,3.47,Kharif,7.25,Healthy,High,High Productivity
Sandy,505.32,38.22,52.62,262.29,33.83,5.8,2.81,Summer,4.2,Healthy,Medium,Low Productivity
Sandy,939.28,24.83,79.95,327.1,39.93,6.09,3.18,Kharif,6.91,Healthy,High,High Productivity
Clay,363.48,35.57,70.45,210.0,47.53,5.13,2.72,Summer,4.24,Healthy,Medium,Low Productivity
Loamy,1242.72,20.21,86.57,225.78,39.09,4.29,3.97,Kharif,6.75,Healthy,Medium,High Productivity
Sandy,619.37,36.75,71.84,282.15,37.78,7.56,3.35,Summer,5.65,Healthy,Medium,Moderate Productivity
Loamy,570.85,41.17,71.56,91.8,37.94,3.74,3.96,Summer,3.52,Healthy,Low,Low Productivity
Clay,812.37,28.68,82.16,163.4,43.73,3.18,3.04,Kharif,5.57,Healthy,Medium,Moderate Productivity
Loamy,981.04,27.29,86.38,175.64,42.76,3.56,3.79,Kharif,6.18,Healthy,High,High Productivity
Clay,1455.95,23.6,91.23,321.3,57.9,4.13,3.72,Kharif,8.0,Healthy,High,High Productivity
Clay,414.05,29.15,73.93,299.28,46.89,3.25,3.27,Summer,5.68,Healthy,Medium,Moderate Productivity
Loamy,1024.13,27.85,82.77,171.61,50.76,6.85,3.17,Kharif,5.47,Healthy,Medium,Moderate Productivity
Loamy,377.77,27.17,86.37,202.94,54.02,6.19,3.42,Rabi,5.27,Healthy,Medium,Moderate Productivity
Clay,546.15,21.25,86.31,244.39,46.96,4.84,2.82,Rabi,4.71,Healthy,Medium,Low Productivity
Sandy,200.0,33.1,70.33,177.27,32.9,6.65,1.63,Summer,3.26,Healthy,Low,Low Productivity
Loamy,903.13,14.99,95.0,247.38,68.55,3.77,3.74,Rabi,5.36,Healthy,Medium,Moderate Productivity
Loamy,656.69,26.23,75.11,201.34,53.81,6.15,2.65,Rabi,4.39,Healthy,Medium,Low Productivity
Sandy,480.22,30.08,72.47,285.53,59.87,6.2,2.41,Summer,3.84,Healthy,Medium,Low Productivity
Sandy,1091.6,23.33,82.67,135.94,57.15,6.56,3.59,Kharif,5.65,Healthy,Medium,Moderate Productivity
Loamy,327.49,37.13,71.7,234.78,38.91,5.27,3.33,Summer,4.36,Healthy,Low,Low Productivity
Loamy,953.1,28.05,81.44,251.63,22.95,4.92,3.8,Kharif,6.49,Healthy,Medium,High Productivity
Loamy,749.36,19.08,95.0,192.61,38.21,7.12,3.96,Rabi,4.9,Healthy,Medium,Moderate Productivity
Sandy,352.35,32.66,70.19,241.27,49.42,7.06,2.53,Summer,4.77,Healthy,Medium,Low Productivity
Clay,572.36,14.3,91.96,246.34,48.57,4.45,3.12,Rabi,5.03,Healthy,Medium,Moderate Productivity
Loamy,651.83,15.6,95.0,223.9,46.3,3.95,3.48,Rabi,5.8,Healthy,Medium,Moderate Productivity
Loamy,1154.84,24.88,80.14,261.64,21.09,7.85,4.13,Kharif,8.0,Healthy,High,High Productivity
Loamy,574.0,20.6,86.26,166.06,47.75,4.04,3.85,Rabi,4.55,Healthy,Medium,Moderate Productivity
Clay,1002.37,27.86,71.29,287.95,32.57,2.42,3.61,Kharif,7.36,Healthy,High,High Productivity
Clay,793.56,22.78,88.12,208.13,41.19,4.39,2.94,Rabi,5.24,Healthy,Medium,Moderate Productivity
Loamy,803.9,10.0,95.0,179.63,59.0,5.76,3.22,Rabi,4.57,Healthy,Medium,Low Productivity
Clay,1284.82,25.5,78.25,279.24,35.18,2.56,3.82,Kharif,7.62,Healthy,High,High Productivity
Loamy,716.5,21.62,93.16,262.71,40.61,6.85,3.63,Kharif,6.33,Healthy,Medium,High Productivity
Sandy,920.57,30.0,77.71,211.59,47.17,5.79,2.55,Kharif,7.4,Healthy,Medium,High Productivity
Loamy,1282.07,32.47,66.21,302.81,50.59,5.12,5.29,Kharif,8.0,Healthy,High,High Productivity
Loamy,1139.65,31.93,71.21,169.37,39.34,4.19,3.49,Kharif,6.15,Healthy,Medium,High Productivity
Sandy,353.84,32.11,70.69,418.53,57.88,11.23,1.45,Summer,6.08,Healthy,High,Moderate Productivity
Sandy,349.09,20.95,87.28,256.44,35.4,6.23,2.3,Rabi,4.7,Healthy,Medium,Low Productivity
Loamy,1148.82,21.0,90.9,213.57,34.73,1.6,4.23,Kharif,6.73,Healthy,High,High Productivity
Sandy,747.95,18.8,95.0,311.66,35.11,7.94,3.03,Rabi,6.67,Healthy,Medium,High Productivity
Sandy,206.48,34.85,65.03,191.32,24.99,10.37,2.1,Summer,3.92,Healthy,Low,Low Productivity
Loamy,1381.18,29.21,76.52,182.63,48.32,5.89,3.65,Kharif,6.38,Healthy,Medium,High Productivity
Loamy,1089.97,32.56,70.45,171.35,33.36,8.32,3.21,Kharif,6.32,Healthy,Medium,High Productivity
Sandy,1225.81,29.56,72.19,224.96,29.56,6.75,2.76,Kharif,7.01,Healthy,High,High Productivity
Clay,1041.93,30.63,77.73,176.21,49.12,4.81,4.33,Kharif,6.26,Healthy,Medium,High Productivity
Sandy,577.31,30.17,77.8,168.05,53.58,8.66,2.34,Summer,4.11,Healthy,Medium,Low Productivity
Sandy,368.32,36.98,60.56,210.86,50.68,8.07,2.45,Summer,4.53,Unhealthy,Low,Low Productivity
Clay,1447.51,25.93,82.97,211.06,55.64,6.17,3.61,Kharif,7.16,Healthy,High,High Productivity
Clay,267.85,36.07,64.69,110.25,32.23,4.38,2.7,Summer,2.79,Healthy,Low,Low Productivity
Loamy,1038.82,27.2,81.42,303.09,49.19,4.62,3.62,Kharif,6.87,Healthy,High,High Productivity
Sandy,527.9,24.31,91.17,103.74,54.32,5.32,3.16,Rabi,3.31,Healthy,Medium,Low Productivity
Loamy,387.56,37.46,71.37,207.14,38.66,5.22,3.29,Summer,5.11,Healthy,Medium,Moderate Productivity
Clay,1192.35,38.94,68.16,253.36,44.1,5.66,3.53,Kharif,6.9,Healthy,High,High Productivity
Clay,1353.34,22.54,84.31,248.46,34.78,5.16,2.83,Kharif,7.23,Healthy,High,High Productivity
Loamy,496.9,17.07,93.86,90.39,43.88,4.38,3.75,Rabi,3.24,Healthy,Low,Low Productivity
Loamy,290.09,40.03,68.78,210.72,46.35,6.42,4.25,Summer,4.75,Healthy,Medium,Moderate Productivity
Clay,1044.11,26.61,84.39,193.53,62.39,5.13,4.05,Kharif,5.95,Healthy,Medium,High Productivity
Clay,911.43,29.74,77.81,182.63,56.86,3.61,2.72,Kharif,4.97,Healthy,Medium,Low Productivity
Clay,1808.33,31.94,76.76,202.89,51.64,3.91,3.87,Kharif,6.73,Healthy,High,High Productivity
Sandy,824.6,22.53,80.38,320.42,46.91,7.6,2.54,Rabi,6.94,Healthy,High,High Productivity
Sandy,983.75,21.33,84.73,387.32,46.67,2.25,2.53,Rabi,6.94,Healthy,Medium,High Productivity
Clay,549.99,28.84,82.93,269.44,32.4,4.53,2.61,Summer,4.83,Healthy,Medium,Low Productivity
Clay,394.96,33.61,77.88,196.96,37.01,5.31,3.19,Summer,4.18,Healthy,Medium,Low Productivity
Sandy,535.02,33.96,73.71,226.5,36.09,9.44,3.31,Summer,5.26,Healthy,Medium,Moderate Productivity
Loamy,329.93,37.24,76.71,235.8,50.76,5.98,3.23,Summer,5.34,Healthy,Medium,Moderate Productivity
Loamy,1011.98,28.62,82.19,172.9,56.11,5.03,2.99,Kharif,4.91,Healthy,Medium,Low Productivity
Sandy,889.97,23.75,84.33,224.73,54.67,8.83,2.29,Rabi,5.62,Healthy,Medium,Moderate Productivity
Clay,1013.76,29.03,73.06,179.45,55.75,3.03,3.14,Kharif,4.64,Healthy,Medium,Low Productivity
Clay,1179.91,26.27,89.67,93.47,49.62,4.85,2.75,Kharif,5.67,Healthy,Medium,Moderate Productivity
Clay,391.12,35.25,75.56,183.6,34.84,3.24,2.68,Summer,3.59,Healthy,Medium,Low Productivity
Loamy,250.37,21.12,95.0,201.5,50.0,5.77,3.64,Rabi,3.87,Healthy,Medium,Low Productivity
Loamy,214.98,37.08,80.34,257.07,38.85,5.85,2.86,Summer,4.0,Healthy,Low,Low Productivity
Loamy,575.37,24.02,78.74,278.54,52.2,4.46,3.32,Rabi,5.77,Healthy,Medium,Moderate Productivity
Loamy,293.77,15.07,89.49,240.4,45.26,6.12,4.0,Rabi,4.32,Healthy,Medium,Low Productivity
Loamy,838.05,19.61,76.16,171.49,43.86,7.13,4.67,Rabi,6.2,Healthy,Medium,High Productivity
Loamy,1305.78,26.4,86.91,198.02,55.01,4.87,4.46,Kharif,7.25,Healthy,High,High Productivity
Clay,923.69,27.32,84.49,207.53,39.94,4.02,2.45,Kharif,5.11,Healthy,High,Low Productivity
Clay,534.35,18.06,92.82,194.23,59.48,2.72,3.5,Rabi,3.87,Healthy,Low,Low Productivity
Sandy,1024.89,26.9,75.59,221.22,31.2,8.4,3.39,Kharif,6.14,Healthy,Medium,Moderate Productivity
Sandy,464.95,36.99,69.16,255.91,45.81,7.92,3.09,Summer,4.66,Healthy,Medium,Low Productivity
Clay,1028.92,28.69,80.49,272.88,45.24,6.66,3.15,Kharif,7.04,Healthy,Medium,High Productivity
Loamy,1157.72,27.35,85.09,146.38,55.8,6.37,3.95,Kharif,6.16,Healthy,Medium,High Productivity
Loamy,210.36,41.02,66.14,152.93,28.1,6.24,3.39,Summer,4.13,Healthy,Low,Low Productivity
Sandy,795.42,23.84,88.72,216.0,33.31,6.75,3.08,Kharif,5.4,Healthy,Medium,Moderate Productivity
Clay,741.68,35.69,70.56,183.37,50.67,4.31,3.52,Summer,5.18,Healthy,Medium,Moderate Productivity
Clay,835.43,34.59,78.39,202.38,41.61,2.62,3.28,Summer,5.34,Healthy,Medium,Moderate Productivity
Clay,1286.38,33.0,77.56,173.0,44.36,4.34,3.76,Kharif,6.36,Healthy,Medium,High Productivity
Loamy,458.85,20.38,83.6,196.3,40.48,7.59,3.11,Rabi,3.94,Healthy,Medium,Low Productivity
Sandy,596.77,20.13,95.0,149.49,59.63,9.97,2.66,Rabi,4.54,Healthy,Medium,Low Productivity
Loamy,655.46,29.56,84.66,199.47,50.39,8.67,3.51,Summer,4.83,Healthy,Medium,Moderate Productivity
Clay,368.01,29.24,81.24,257.03,48.78,4.02,3.1,Summer,4.99,Healthy,Medium,Moderate Productivity
Sandy,384.31,40.05,67.35,374.05,30.51,9.23,2.05,Summer,5.59,Healthy,Medium,Moderate Productivity
Sandy,898.19,16.47,95.0,181.84,55.52,8.04,2.12,Rabi,4.53,Healthy,Medium,Low Productivity
Loamy,1237.97,21.5,80.04,217.72,36.09,4.64,3.14,Kharif,6.89,Healthy,High,High Productivity
Loamy,830.11,20.86,95.0,157.21,43.91,6.23,3.33,Rabi,5.72,Healthy,Medium,Moderate Productivity
Clay,250.37,34.72,69.96,254.16,29.33,4.2,3.75,Summer,5.42,Healthy,Medium,Moderate Productivity
Loamy,789.13,14.23,95.0,165.38,48.93,0.67,3.49,Rabi,4.55,Healthy,Medium,Low Productivity
Clay,748.67,14.98,95.0,242.38,61.14,4.47,2.94,Rabi,5.88,Healthy,Medium,Moderate Productivity
Loamy,608.34,21.42,82.08,215.5,48.89,4.93,3.41,Rabi,4.05,Healthy,Medium,Low Productivity
Clay,386.05,40.32,63.13,220.99,36.52,3.74,2.85,Summer,3.49,Unhealthy,Low,Low Productivity
Clay,494.37,34.17,78.1,316.6,46.52,4.07,2.91,Summer,4.91,Healthy,Medium,Low Productivity
Loamy,930.8,31.4,75.27,306.6,45.62,4.87,3.89,Kharif,7.76,Healthy,Medium,High Productivity
Clay,1353.93,27.0,78.49,108.96,46.21,4.53,3.29,Kharif,6.35,Healthy,High,High Productivity
Sandy,454.67,19.37,87.61,270.42,50.06,4.34,2.24,Rabi,3.45,Healthy,Medium,Low Productivity
Sandy,514.88,17.17,95.0,290.5,40.1,6.15,2.52,Rabi,4.66,Healthy,Medium,Low Productivity
Clay,564.6,23.02,95.0,387.82,51.57,3.52,3.2,Rabi,5.6,Healthy,High,Moderate Productivity
Loamy,1413.14,28.83,68.7,195.83,25.06,4.22,4.94,Kharif,7.76,Healthy,Medium,High Productivity
Loamy,626.98,17.02,95.0,183.84,56.26,5.02,4.3,Rabi,5.49,Healthy,Medium,Moderate Productivity
Loamy,492.23,19.24,91.93,235.48,38.55,6.01,3.56,Rabi,5.43,Healthy,Medium,Moderate Productivity
Sandy,616.25,21.63,90.95,266.13,61.06,10.3,2.64,Rabi,5.46,Healthy,Medium,Moderate Productivity
Sandy,594.1,21.92,85.52,239.45,23.2,9.43,2.56,Rabi,4.86,Healthy,Medium,Low Productivity
Clay,356.01,32.25,75.29,282.59,61.33,5.36,2.43,Summer,4.53,Healthy,Medium,Low Productivity
Clay,798.44,16.99,94.57,169.62,33.98,3.22,4.1,Rabi,5.6,Healthy,Medium,Moderate Productivity
Clay,399.65,35.39,66.29,242.34,29.89,5.02,2.89,Summer,5.69,Healthy,Medium,Moderate Productivity
Loamy,685.65,15.9,90.89,254.96,52.26,6.46,3.69,Rabi,5.08,Healthy,Medium,Moderate Productivity
Loamy,496.29,20.15,95.0,224.69,56.69,5.67,3.79,Rabi,5.67,Healthy,Medium,Moderate Productivity
Loamy,666.09,18.43,84.12,105.0,44.4,5.36,4.52,Rabi,4.74,Healthy,Medium,Moderate Productivity
Sandy,928.1,27.36,83.37,396.99,55.94,8.12,3.22,Kharif,8.0,Healthy,High,High Productivity
Sandy,858.05,27.66,78.96,311.65,37.72,6.59,3.08,Kharif,6.73,Healthy,High,High Productivity
Sandy,339.11,15.8,90.24,357.7,45.07,8.97,2.09,Rabi,6.12,Healthy,Medium,Moderate Productivity
Sandy,420.24,36.04,80.61,376.2,43.16,6.59,2.23,Summer,5.68,Healthy,Medium,Moderate Productivity
Sandy,681.78,21.87,82.99,362.53,41.51,7.04,3.31,Rabi,6.4,Healthy,Medium,High Productivity
